,Gene_ID,Gene_name,Transcript_ID,Transcript_name,Transcript_biotype
0,ENSG00000078369,GNB1,ENST00000610897,GNB1-201,protein_coding
1,ENSG00000078369,GNB1,ENST00000615252,GNB1-202,protein_coding
2,ENSG00000078369,GNB1,ENST00000378609,GNB1-001,protein_coding
3,ENSG00000078369,GNB1,ENST00000461893,GNB1-003,retained_intron
4,ENSG00000078369,GNB1,ENST00000471354,GNB1-002,retained_intron
5,ENSG00000078369,GNB1,ENST00000439272,GNB1-005,protein_coding
6,ENSG00000078369,GNB1,ENST00000434686,GNB1-007,protein_coding
7,ENSG00000078369,GNB1,ENST00000437146,GNB1-006,protein_coding
8,ENSG00000078369,GNB1,ENST00000607589,GNB1-009,retained_intron
9,ENSG00000078369,GNB1,ENST00000472614,GNB1-008,processed_transcript
10,ENSG00000157933,SKI,ENST00000378536,SKI-001,protein_coding
11,ENSG00000157933,SKI,ENST00000508416,SKI-004,processed_transcript
12,ENSG00000157933,SKI,ENST00000478223,SKI-002,processed_transcript
13,ENSG00000157933,SKI,ENST00000507179,SKI-005,retained_intron
14,ENSG00000157873,TNFRSF14,ENST00000426449,TNFRSF14-011,protein_coding
15,ENSG00000157873,TNFRSF14,ENST00000434817,TNFRSF14-008,protein_coding
16,ENSG00000157873,TNFRSF14,ENST00000435221,TNFRSF14-007,protein_coding
17,ENSG00000157873,TNFRSF14,ENST00000451778,TNFRSF14-006,protein_coding
18,ENSG00000157873,TNFRSF14,ENST00000409119,TNFRSF14-009,protein_coding
19,ENSG00000157873,TNFRSF14,ENST00000355716,TNFRSF14-001,protein_coding
20,ENSG00000157873,TNFRSF14,ENST00000475523,TNFRSF14-002,retained_intron
21,ENSG00000157873,TNFRSF14,ENST00000442392,TNFRSF14-013,processed_transcript
22,ENSG00000157873,TNFRSF14,ENST00000482074,TNFRSF14-012,retained_intron
23,ENSG00000157873,TNFRSF14,ENST00000496064,TNFRSF14-016,retained_intron
24,ENSG00000157873,TNFRSF14,ENST00000463471,TNFRSF14-015,retained_intron
25,ENSG00000157873,TNFRSF14,ENST00000466750,TNFRSF14-003,retained_intron
26,ENSG00000157873,TNFRSF14,ENST00000471768,TNFRSF14-010,retained_intron
27,ENSG00000157873,TNFRSF14,ENST00000463835,TNFRSF14-005,retained_intron
28,ENSG00000157873,TNFRSF14,ENST00000482602,TNFRSF14-004,protein_coding
29,ENSG00000157873,TNFRSF14,ENST00000480305,TNFRSF14-014,processed_transcript
30,ENSG00000142611,PRDM16,ENST00000511072,PRDM16-007,protein_coding
31,ENSG00000142611,PRDM16,ENST00000607632,PRDM16-010,retained_intron
32,ENSG00000142611,PRDM16,ENST00000378391,PRDM16-003,protein_coding
33,ENSG00000142611,PRDM16,ENST00000514189,PRDM16-008,protein_coding
34,ENSG00000142611,PRDM16,ENST00000270722,PRDM16-001,protein_coding
35,ENSG00000142611,PRDM16,ENST00000512462,PRDM16-009,processed_transcript
36,ENSG00000142611,PRDM16,ENST00000463591,PRDM16-004,protein_coding
37,ENSG00000142611,PRDM16,ENST00000509860,PRDM16-002,protein_coding
38,ENSG00000142611,PRDM16,ENST00000378389,PRDM16-005,processed_transcript
39,ENSG00000142611,PRDM16,ENST00000606170,PRDM16-011,retained_intron
40,ENSG00000078900,TP73,ENST00000378295,TP73-001,protein_coding
41,ENSG00000078900,TP73,ENST00000604074,TP73-006,protein_coding
42,ENSG00000078900,TP73,ENST00000354437,TP73-002,protein_coding
43,ENSG00000078900,TP73,ENST00000357733,TP73-202,protein_coding
44,ENSG00000078900,TP73,ENST00000346387,TP73-201,protein_coding
45,ENSG00000078900,TP73,ENST00000603362,TP73-012,protein_coding
46,ENSG00000078900,TP73,ENST00000604479,TP73-013,protein_coding
47,ENSG00000078900,TP73,ENST00000378285,TP73-004,protein_coding
48,ENSG00000078900,TP73,ENST00000378280,TP73-005,protein_coding
49,ENSG00000078900,TP73,ENST00000378288,TP73-003,protein_coding
50,ENSG00000078900,TP73,ENST00000603364,TP73-009,retained_intron
51,ENSG00000078900,TP73,ENST00000604194,TP73-008,retained_intron
52,ENSG00000078900,TP73,ENST00000378290,TP73-007,protein_coding
53,ENSG00000078900,TP73,ENST00000604566,TP73-011,retained_intron
54,ENSG00000116251,RPL22,ENST00000484532,RPL22-004,protein_coding
55,ENSG00000116251,RPL22,ENST00000234875,RPL22-001,protein_coding
56,ENSG00000116251,RPL22,ENST00000480661,RPL22-003,retained_intron
57,ENSG00000116251,RPL22,ENST00000497965,RPL22-002,protein_coding
58,ENSG00000116251,RPL22,ENST00000471204,RPL22-007,protein_coding
59,ENSG00000116251,RPL22,ENST00000465387,RPL22-005,protein_coding
60,ENSG00000116251,RPL22,ENST00000462296,RPL22-008,protein_coding
61,ENSG00000116251,RPL22,ENST00000465335,RPL22-006,protein_coding
62,ENSG00000171735,CAMTA1,ENST00000303635,CAMTA1-001,protein_coding
63,ENSG00000171735,CAMTA1,ENST00000490738,CAMTA1-009,processed_transcript
64,ENSG00000171735,CAMTA1,ENST00000476163,CAMTA1-002,processed_transcript
65,ENSG00000171735,CAMTA1,ENST00000473578,CAMTA1-010,protein_coding
66,ENSG00000171735,CAMTA1,ENST00000557126,CAMTA1-016,protein_coding
67,ENSG00000171735,CAMTA1,ENST00000467404,CAMTA1-003,protein_coding
68,ENSG00000171735,CAMTA1,ENST00000461311,CAMTA1-005,nonsense_mediated_decay
69,ENSG00000171735,CAMTA1,ENST00000486138,CAMTA1-004,nonsense_mediated_decay
70,ENSG00000171735,CAMTA1,ENST00000482934,CAMTA1-012,nonsense_mediated_decay
71,ENSG00000171735,CAMTA1,ENST00000470648,CAMTA1-006,processed_transcript
72,ENSG00000171735,CAMTA1,ENST00000461580,CAMTA1-007,processed_transcript
73,ENSG00000171735,CAMTA1,ENST00000472283,CAMTA1-008,processed_transcript
74,ENSG00000171735,CAMTA1,ENST00000467267,CAMTA1-011,processed_transcript
75,ENSG00000171735,CAMTA1,ENST00000495233,CAMTA1-014,protein_coding
76,ENSG00000171735,CAMTA1,ENST00000490905,CAMTA1-013,protein_coding
77,ENSG00000171735,CAMTA1,ENST00000476864,CAMTA1-015,protein_coding
78,ENSG00000171608,PIK3CD,ENST00000536656,PIK3CD-201,protein_coding
79,ENSG00000171608,PIK3CD,ENST00000628140,PIK3CD-203,protein_coding
80,ENSG00000171608,PIK3CD,ENST00000377346,PIK3CD-001,protein_coding
81,ENSG00000171608,PIK3CD,ENST00000484851,PIK3CD-004,processed_transcript
82,ENSG00000171608,PIK3CD,ENST00000543390,PIK3CD-202,protein_coding
83,ENSG00000171608,PIK3CD,ENST00000361110,PIK3CD-003,protein_coding
84,ENSG00000171608,PIK3CD,ENST00000481137,PIK3CD-005,retained_intron
85,ENSG00000171608,PIK3CD,ENST00000479223,PIK3CD-006,retained_intron
86,ENSG00000198793,MTOR,ENST00000376838,MTOR-002,protein_coding
87,ENSG00000198793,MTOR,ENST00000361445,MTOR-001,protein_coding
88,ENSG00000198793,MTOR,ENST00000473471,MTOR-007,processed_transcript
89,ENSG00000198793,MTOR,ENST00000490931,MTOR-006,processed_transcript
90,ENSG00000198793,MTOR,ENST00000455339,MTOR-005,protein_coding
91,ENSG00000198793,MTOR,ENST00000495435,MTOR-003,processed_transcript
92,ENSG00000198793,MTOR,ENST00000476768,MTOR-004,processed_transcript
93,ENSG00000116731,PRDM2,ENST00000484063,PRDM2-010,protein_coding
94,ENSG00000116731,PRDM2,ENST00000376048,PRDM2-002,protein_coding
95,ENSG00000116731,PRDM2,ENST00000311066,PRDM2-201,protein_coding
96,ENSG00000116731,PRDM2,ENST00000235372,PRDM2-001,protein_coding
97,ENSG00000116731,PRDM2,ENST00000491134,PRDM2-007,nonsense_mediated_decay
98,ENSG00000116731,PRDM2,ENST00000502727,PRDM2-012,processed_transcript
99,ENSG00000116731,PRDM2,ENST00000502724,PRDM2-013,processed_transcript
100,ENSG00000116731,PRDM2,ENST00000413440,PRDM2-003,protein_coding
101,ENSG00000116731,PRDM2,ENST00000343137,PRDM2-004,protein_coding
102,ENSG00000116731,PRDM2,ENST00000491815,PRDM2-008,retained_intron
103,ENSG00000116731,PRDM2,ENST00000503842,PRDM2-011,protein_coding
104,ENSG00000116731,PRDM2,ENST00000407521,PRDM2-014,protein_coding
105,ENSG00000116731,PRDM2,ENST00000505823,PRDM2-015,protein_coding
106,ENSG00000116731,PRDM2,ENST00000487453,PRDM2-009,protein_coding
107,ENSG00000132906,CASP9,ENST00000546424,CASP9-009,protein_coding
108,ENSG00000132906,CASP9,ENST00000333868,CASP9-001,protein_coding
109,ENSG00000132906,CASP9,ENST00000348549,CASP9-002,protein_coding
110,ENSG00000132906,CASP9,ENST00000400777,CASP9-006,nonsense_mediated_decay
111,ENSG00000132906,CASP9,ENST00000424908,CASP9-007,protein_coding
112,ENSG00000132906,CASP9,ENST00000375890,CASP9-008,protein_coding
113,ENSG00000132906,CASP9,ENST00000474305,CASP9-011,nonsense_mediated_decay
114,ENSG00000132906,CASP9,ENST00000447522,CASP9-003,protein_coding
115,ENSG00000132906,CASP9,ENST00000440484,CASP9-005,protein_coding
116,ENSG00000132906,CASP9,ENST00000546969,CASP9-012,retained_intron
117,ENSG00000132906,CASP9,ENST00000469637,CASP9-004,protein_coding
118,ENSG00000065526,SPEN,ENST00000375759,SPEN-001,protein_coding
119,ENSG00000065526,SPEN,ENST00000471538,SPEN-003,processed_transcript
120,ENSG00000065526,SPEN,ENST00000438066,SPEN-002,protein_coding
121,ENSG00000065526,SPEN,ENST00000442985,SPEN-004,protein_coding
122,ENSG00000065526,SPEN,ENST00000487496,SPEN-005,processed_transcript
123,ENSG00000142627,EPHA2,ENST00000358432,EPHA2-001,protein_coding
124,ENSG00000142627,EPHA2,ENST00000462805,EPHA2-004,processed_transcript
125,ENSG00000142627,EPHA2,ENST00000480202,EPHA2-003,processed_transcript
126,ENSG00000142627,EPHA2,ENST00000461614,EPHA2-002,processed_transcript
127,ENSG00000219481,NBPF1,ENST00000430580,NBPF1-005,protein_coding
128,ENSG00000219481,NBPF1,ENST00000432949,NBPF1-201,protein_coding
129,ENSG00000219481,NBPF1,ENST00000392963,NBPF1-001,nonsense_mediated_decay
130,ENSG00000219481,NBPF1,ENST00000420513,NBPF1-004,processed_transcript
131,ENSG00000219481,NBPF1,ENST00000599069,NBPF1-006,processed_transcript
132,ENSG00000219481,NBPF1,ENST00000599908,NBPF1-007,processed_transcript
133,ENSG00000219481,NBPF1,ENST00000449853,NBPF1-002,processed_transcript
134,ENSG00000117118,SDHB,ENST00000375499,SDHB-001,protein_coding
135,ENSG00000117118,SDHB,ENST00000485092,SDHB-007,retained_intron
136,ENSG00000117118,SDHB,ENST00000475049,SDHB-002,processed_transcript
137,ENSG00000117118,SDHB,ENST00000485515,SDHB-003,processed_transcript
138,ENSG00000117118,SDHB,ENST00000491274,SDHB-008,protein_coding
139,ENSG00000117118,SDHB,ENST00000475506,SDHB-004,retained_intron
140,ENSG00000117118,SDHB,ENST00000463045,SDHB-006,protein_coding
141,ENSG00000117118,SDHB,ENST00000466613,SDHB-005,retained_intron
142,ENSG00000074964,ARHGEF10L,ENST00000361221,ARHGEF10L-001,protein_coding
143,ENSG00000074964,ARHGEF10L,ENST00000375415,ARHGEF10L-003,protein_coding
144,ENSG00000074964,ARHGEF10L,ENST00000482892,ARHGEF10L-007,processed_transcript
145,ENSG00000074964,ARHGEF10L,ENST00000469726,ARHGEF10L-004,processed_transcript
146,ENSG00000074964,ARHGEF10L,ENST00000375408,ARHGEF10L-002,protein_coding
147,ENSG00000074964,ARHGEF10L,ENST00000167825,ARHGEF10L-005,nonsense_mediated_decay
148,ENSG00000074964,ARHGEF10L,ENST00000482359,ARHGEF10L-008,processed_transcript
149,ENSG00000074964,ARHGEF10L,ENST00000466782,ARHGEF10L-009,processed_transcript
150,ENSG00000074964,ARHGEF10L,ENST00000495593,ARHGEF10L-006,retained_intron
151,ENSG00000009709,PAX7,ENST00000375375,PAX7-001,protein_coding
152,ENSG00000009709,PAX7,ENST00000420770,PAX7-002,protein_coding
153,ENSG00000009709,PAX7,ENST00000400661,PAX7-003,protein_coding
154,ENSG00000070886,EPHA8,ENST00000374644,EPHA8-002,protein_coding
155,ENSG00000070886,EPHA8,ENST00000166244,EPHA8-001,protein_coding
156,ENSG00000070886,EPHA8,ENST00000538803,EPHA8-201,protein_coding
157,ENSG00000133216,EPHB2,ENST00000544305,EPHB2-201,protein_coding
158,ENSG00000133216,EPHB2,ENST00000374630,EPHB2-003,protein_coding
159,ENSG00000133216,EPHB2,ENST00000400191,EPHB2-001,protein_coding
160,ENSG00000133216,EPHB2,ENST00000374632,EPHB2-002,protein_coding
161,ENSG00000133216,EPHB2,ENST00000374627,EPHB2-004,protein_coding
162,ENSG00000133216,EPHB2,ENST00000465676,EPHB2-005,processed_transcript
163,ENSG00000133216,EPHB2,ENST00000490436,EPHB2-006,processed_transcript
164,ENSG00000117318,ID3,ENST00000374561,ID3-001,protein_coding
165,ENSG00000117318,ID3,ENST00000463312,ID3-003,processed_transcript
166,ENSG00000117318,ID3,ENST00000486541,ID3-002,processed_transcript
167,ENSG00000197880,MDS2,ENST00000477916,MDS2-002,processed_transcript
168,ENSG00000197880,MDS2,ENST00000374555,MDS2-001,protein_coding
169,ENSG00000197880,MDS2,ENST00000612756,MDS2-201,protein_coding
170,ENSG00000142675,CNKSR1,ENST00000361530,CNKSR1-001,protein_coding
171,ENSG00000142675,CNKSR1,ENST00000481077,CNKSR1-008,nonsense_mediated_decay
172,ENSG00000142675,CNKSR1,ENST00000480348,CNKSR1-010,processed_transcript
173,ENSG00000142675,CNKSR1,ENST00000465415,CNKSR1-004,retained_intron
174,ENSG00000142675,CNKSR1,ENST00000374253,CNKSR1-007,protein_coding
175,ENSG00000142675,CNKSR1,ENST00000525687,CNKSR1-011,nonsense_mediated_decay
176,ENSG00000142675,CNKSR1,ENST00000482227,CNKSR1-002,nonsense_mediated_decay
177,ENSG00000142675,CNKSR1,ENST00000531191,CNKSR1-003,protein_coding
178,ENSG00000142675,CNKSR1,ENST00000524529,CNKSR1-012,retained_intron
179,ENSG00000142675,CNKSR1,ENST00000531150,CNKSR1-013,retained_intron
180,ENSG00000142675,CNKSR1,ENST00000528001,CNKSR1-014,processed_transcript
181,ENSG00000142675,CNKSR1,ENST00000528281,CNKSR1-015,nonsense_mediated_decay
182,ENSG00000142675,CNKSR1,ENST00000480617,CNKSR1-005,retained_intron
183,ENSG00000142675,CNKSR1,ENST00000484874,CNKSR1-006,retained_intron
184,ENSG00000117713,ARID1A,ENST00000324856,ARID1A-001,protein_coding
185,ENSG00000117713,ARID1A,ENST00000457599,ARID1A-002,protein_coding
186,ENSG00000117713,ARID1A,ENST00000524572,ARID1A-007,protein_coding
187,ENSG00000117713,ARID1A,ENST00000615191,ARID1A-201,protein_coding
188,ENSG00000117713,ARID1A,ENST00000374152,ARID1A-003,protein_coding
189,ENSG00000117713,ARID1A,ENST00000430291,ARID1A-005,retained_intron
190,ENSG00000117713,ARID1A,ENST00000430799,ARID1A-009,protein_coding
191,ENSG00000117713,ARID1A,ENST00000466382,ARID1A-004,nonsense_mediated_decay
192,ENSG00000117713,ARID1A,ENST00000532781,ARID1A-006,nonsense_mediated_decay
193,ENSG00000182866,LCK,ENST00000373564,LCK-201,protein_coding
194,ENSG00000182866,LCK,ENST00000336890,LCK-001,protein_coding
195,ENSG00000182866,LCK,ENST00000482949,LCK-002,protein_coding
196,ENSG00000182866,LCK,ENST00000495610,LCK-006,protein_coding
197,ENSG00000182866,LCK,ENST00000355928,LCK-014,retained_intron
198,ENSG00000182866,LCK,ENST00000476457,LCK-009,retained_intron
199,ENSG00000182866,LCK,ENST00000469765,LCK-007,retained_intron
200,ENSG00000182866,LCK,ENST00000619559,LCK-202,protein_coding
201,ENSG00000182866,LCK,ENST00000461712,LCK-012,protein_coding
202,ENSG00000182866,LCK,ENST00000373562,LCK-013,protein_coding
203,ENSG00000182866,LCK,ENST00000477031,LCK-011,protein_coding
204,ENSG00000182866,LCK,ENST00000373557,LCK-010,protein_coding
205,ENSG00000182866,LCK,ENST00000333070,LCK-004,protein_coding
206,ENSG00000182866,LCK,ENST00000469956,LCK-003,retained_intron
207,ENSG00000116560,SFPQ,ENST00000471991,SFPQ-009,processed_transcript
208,ENSG00000116560,SFPQ,ENST00000468598,SFPQ-004,processed_transcript
209,ENSG00000116560,SFPQ,ENST00000460428,SFPQ-003,nonsense_mediated_decay
210,ENSG00000116560,SFPQ,ENST00000470472,SFPQ-002,nonsense_mediated_decay
211,ENSG00000116560,SFPQ,ENST00000466745,SFPQ-008,processed_transcript
212,ENSG00000116560,SFPQ,ENST00000466213,SFPQ-005,processed_transcript
213,ENSG00000116560,SFPQ,ENST00000490668,SFPQ-010,processed_transcript
214,ENSG00000116560,SFPQ,ENST00000485365,SFPQ-007,processed_transcript
215,ENSG00000116560,SFPQ,ENST00000485454,SFPQ-006,processed_transcript
216,ENSG00000116560,SFPQ,ENST00000357214,SFPQ-001,protein_coding
217,ENSG00000054118,THRAP3,ENST00000354618,THRAP3-001,protein_coding
218,ENSG00000054118,THRAP3,ENST00000469141,THRAP3-002,protein_coding
219,ENSG00000054118,THRAP3,ENST00000478853,THRAP3-003,protein_coding
220,ENSG00000054118,THRAP3,ENST00000466743,THRAP3-005,processed_transcript
221,ENSG00000119535,CSF3R,ENST00000373106,CSF3R-001,protein_coding
222,ENSG00000119535,CSF3R,ENST00000373104,CSF3R-003,protein_coding
223,ENSG00000119535,CSF3R,ENST00000373103,CSF3R-004,protein_coding
224,ENSG00000119535,CSF3R,ENST00000480825,CSF3R-016,retained_intron
225,ENSG00000119535,CSF3R,ENST00000361632,CSF3R-202,protein_coding
226,ENSG00000119535,CSF3R,ENST00000464465,CSF3R-018,protein_coding
227,ENSG00000119535,CSF3R,ENST00000331941,CSF3R-201,protein_coding
228,ENSG00000119535,CSF3R,ENST00000487540,CSF3R-017,processed_transcript
229,ENSG00000119535,CSF3R,ENST00000484762,CSF3R-005,retained_intron
230,ENSG00000119535,CSF3R,ENST00000466138,CSF3R-010,retained_intron
231,ENSG00000119535,CSF3R,ENST00000464365,CSF3R-009,retained_intron
232,ENSG00000119535,CSF3R,ENST00000469380,CSF3R-012,retained_intron
233,ENSG00000119535,CSF3R,ENST00000526980,CSF3R-020,processed_transcript
234,ENSG00000119535,CSF3R,ENST00000489551,CSF3R-008,retained_intron
235,ENSG00000119535,CSF3R,ENST00000533491,CSF3R-019,protein_coding
236,ENSG00000183317,EPHA10,ENST00000432874,EPHA10-006,nonsense_mediated_decay
237,ENSG00000183317,EPHA10,ENST00000534097,EPHA10-008,nonsense_mediated_decay
238,ENSG00000183317,EPHA10,ENST00000437645,EPHA10-005,nonsense_mediated_decay
239,ENSG00000183317,EPHA10,ENST00000444950,EPHA10-007,retained_intron
240,ENSG00000183317,EPHA10,ENST00000446149,EPHA10-002,processed_transcript
241,ENSG00000183317,EPHA10,ENST00000427468,EPHA10-201,protein_coding
242,ENSG00000183317,EPHA10,ENST00000373048,EPHA10-003,protein_coding
243,ENSG00000183317,EPHA10,ENST00000453577,EPHA10-004,retained_intron
244,ENSG00000183317,EPHA10,ENST00000540011,EPHA10-202,protein_coding
245,ENSG00000183317,EPHA10,ENST00000525749,EPHA10-009,nonsense_mediated_decay
246,ENSG00000183317,EPHA10,ENST00000319637,EPHA10-001,protein_coding
247,ENSG00000116990,MYCL,ENST00000397332,MYCL-001,protein_coding
248,ENSG00000116990,MYCL,ENST00000372816,MYCL-004,protein_coding
249,ENSG00000116990,MYCL,ENST00000372815,MYCL-002,protein_coding
250,ENSG00000116990,MYCL,ENST00000450953,MYCL-003,protein_coding
251,ENSG00000117400,MPL,ENST00000372470,MPL-001,protein_coding
252,ENSG00000117400,MPL,ENST00000413998,MPL-002,protein_coding
253,ENSG00000117400,MPL,ENST00000612993,MPL-201,protein_coding
254,ENSG00000132781,MUTYH,ENST00000529984,MUTYH-034,protein_coding
255,ENSG00000132781,MUTYH,ENST00000485271,MUTYH-026,nonsense_mediated_decay
256,ENSG00000132781,MUTYH,ENST00000372104,MUTYH-004,protein_coding
257,ENSG00000132781,MUTYH,ENST00000448481,MUTYH-006,protein_coding
258,ENSG00000132781,MUTYH,ENST00000456914,MUTYH-005,protein_coding
259,ENSG00000132781,MUTYH,ENST00000354383,MUTYH-007,protein_coding
260,ENSG00000132781,MUTYH,ENST00000475516,MUTYH-009,nonsense_mediated_decay
261,ENSG00000132781,MUTYH,ENST00000355498,MUTYH-008,protein_coding
262,ENSG00000132781,MUTYH,ENST00000372098,MUTYH-002,protein_coding
263,ENSG00000132781,MUTYH,ENST00000481571,MUTYH-003,nonsense_mediated_decay
264,ENSG00000132781,MUTYH,ENST00000372110,MUTYH-010,protein_coding
265,ENSG00000132781,MUTYH,ENST00000372115,MUTYH-001,protein_coding
266,ENSG00000132781,MUTYH,ENST00000488731,MUTYH-029,protein_coding
267,ENSG00000132781,MUTYH,ENST00000450313,MUTYH-201,protein_coding
268,ENSG00000132781,MUTYH,ENST00000531105,MUTYH-037,protein_coding
269,ENSG00000132781,MUTYH,ENST00000467459,MUTYH-031,nonsense_mediated_decay
270,ENSG00000132781,MUTYH,ENST00000482094,MUTYH-027,retained_intron
271,ENSG00000132781,MUTYH,ENST00000529892,MUTYH-038,protein_coding
272,ENSG00000132781,MUTYH,ENST00000533178,MUTYH-035,nonsense_mediated_decay
273,ENSG00000132781,MUTYH,ENST00000528013,MUTYH-033,protein_coding
274,ENSG00000132781,MUTYH,ENST00000412971,MUTYH-016,protein_coding
275,ENSG00000132781,MUTYH,ENST00000462388,MUTYH-023,retained_intron
276,ENSG00000132781,MUTYH,ENST00000466231,MUTYH-024,retained_intron
277,ENSG00000132781,MUTYH,ENST00000470256,MUTYH-018,nonsense_mediated_decay
278,ENSG00000132781,MUTYH,ENST00000461495,MUTYH-013,nonsense_mediated_decay
279,ENSG00000132781,MUTYH,ENST00000435155,MUTYH-019,protein_coding
280,ENSG00000132781,MUTYH,ENST00000467940,MUTYH-028,nonsense_mediated_decay
281,ENSG00000132781,MUTYH,ENST00000478796,MUTYH-030,retained_intron
282,ENSG00000132781,MUTYH,ENST00000525160,MUTYH-036,nonsense_mediated_decay
283,ENSG00000132781,MUTYH,ENST00000479746,MUTYH-021,retained_intron
284,ENSG00000132781,MUTYH,ENST00000492494,MUTYH-020,retained_intron
285,ENSG00000132781,MUTYH,ENST00000483642,MUTYH-015,retained_intron
286,ENSG00000132781,MUTYH,ENST00000481139,MUTYH-014,retained_intron
287,ENSG00000132781,MUTYH,ENST00000485484,MUTYH-022,retained_intron
288,ENSG00000132781,MUTYH,ENST00000476789,MUTYH-011,retained_intron
289,ENSG00000132781,MUTYH,ENST00000462387,MUTYH-012,retained_intron
290,ENSG00000132781,MUTYH,ENST00000474703,MUTYH-017,retained_intron
291,ENSG00000132781,MUTYH,ENST00000483127,MUTYH-025,protein_coding
292,ENSG00000132781,MUTYH,ENST00000534453,MUTYH-032,retained_intron
293,ENSG00000086015,MAST2,ENST00000470809,MAST2-006,processed_transcript
294,ENSG00000086015,MAST2,ENST00000361297,MAST2-001,protein_coding
295,ENSG00000086015,MAST2,ENST00000372008,MAST2-013,protein_coding
296,ENSG00000086015,MAST2,ENST00000482881,MAST2-007,retained_intron
297,ENSG00000086015,MAST2,ENST00000488619,MAST2-008,retained_intron
298,ENSG00000086015,MAST2,ENST00000372009,MAST2-201,protein_coding
299,ENSG00000086015,MAST2,ENST00000467367,MAST2-010,processed_transcript
300,ENSG00000086015,MAST2,ENST00000498668,MAST2-009,processed_transcript
301,ENSG00000086015,MAST2,ENST00000477968,MAST2-011,processed_transcript
302,ENSG00000086015,MAST2,ENST00000492813,MAST2-012,processed_transcript
303,ENSG00000117461,PIK3R3,ENST00000262741,PIK3R3-001,protein_coding
304,ENSG00000117461,PIK3R3,ENST00000372006,PIK3R3-002,protein_coding
305,ENSG00000117461,PIK3R3,ENST00000420542,PIK3R3-201,protein_coding
306,ENSG00000117461,PIK3R3,ENST00000488808,PIK3R3-003,processed_transcript
307,ENSG00000117461,PIK3R3,ENST00000423209,PIK3R3-004,protein_coding
308,ENSG00000117461,PIK3R3,ENST00000493202,PIK3R3-006,processed_transcript
309,ENSG00000117461,PIK3R3,ENST00000425892,PIK3R3-005,protein_coding
310,ENSG00000278139,PIK3R3,ENST00000540385,PIK3R3-001,protein_coding
311,ENSG00000162367,TAL1,ENST00000371884,TAL1-001,protein_coding
312,ENSG00000162367,TAL1,ENST00000294339,TAL1-002,protein_coding
313,ENSG00000162367,TAL1,ENST00000459729,TAL1-004,processed_transcript
314,ENSG00000162367,TAL1,ENST00000464796,TAL1-003,processed_transcript
315,ENSG00000162367,TAL1,ENST00000481091,TAL1-005,processed_transcript
316,ENSG00000162367,TAL1,ENST00000465912,TAL1-006,processed_transcript
317,ENSG00000123473,STIL,ENST00000360380,STIL-001,protein_coding
318,ENSG00000123473,STIL,ENST00000337817,STIL-201,protein_coding
319,ENSG00000123473,STIL,ENST00000371877,STIL-004,protein_coding
320,ENSG00000123473,STIL,ENST00000396221,STIL-008,protein_coding
321,ENSG00000123473,STIL,ENST00000447475,STIL-002,protein_coding
322,ENSG00000123473,STIL,ENST00000418131,STIL-003,retained_intron
323,ENSG00000123473,STIL,ENST00000436811,STIL-006,protein_coding
324,ENSG00000123473,STIL,ENST00000433827,STIL-007,retained_intron
325,ENSG00000123473,STIL,ENST00000413565,STIL-005,protein_coding
326,ENSG00000132122,SPATA6,ENST00000371847,SPATA6-001,protein_coding
327,ENSG00000132122,SPATA6,ENST00000396199,SPATA6-201,protein_coding
328,ENSG00000132122,SPATA6,ENST00000371843,SPATA6-002,protein_coding
329,ENSG00000132122,SPATA6,ENST00000603831,SPATA6-010,nonsense_mediated_decay
330,ENSG00000132122,SPATA6,ENST00000371841,SPATA6-005,protein_coding
331,ENSG00000132122,SPATA6,ENST00000490850,SPATA6-004,processed_transcript
332,ENSG00000132122,SPATA6,ENST00000487629,SPATA6-006,processed_transcript
333,ENSG00000132122,SPATA6,ENST00000463938,SPATA6-003,processed_transcript
334,ENSG00000132122,SPATA6,ENST00000487543,SPATA6-007,nonsense_mediated_decay
335,ENSG00000132122,SPATA6,ENST00000465990,SPATA6-009,processed_transcript
336,ENSG00000132122,SPATA6,ENST00000471975,SPATA6-008,processed_transcript
337,ENSG00000123080,CDKN2C,ENST00000262662,CDKN2C-001,protein_coding
338,ENSG00000123080,CDKN2C,ENST00000396148,CDKN2C-201,protein_coding
339,ENSG00000123080,CDKN2C,ENST00000371761,CDKN2C-002,protein_coding
340,ENSG00000085832,EPS15,ENST00000371730,EPS15-002,protein_coding
341,ENSG00000085832,EPS15,ENST00000371733,EPS15-001,protein_coding
342,ENSG00000085832,EPS15,ENST00000486505,EPS15-008,retained_intron
343,ENSG00000085832,EPS15,ENST00000478657,EPS15-007,retained_intron
344,ENSG00000085832,EPS15,ENST00000493793,EPS15-009,processed_transcript
345,ENSG00000085832,EPS15,ENST00000371727,EPS15-003,retained_intron
346,ENSG00000085832,EPS15,ENST00000464478,EPS15-004,processed_transcript
347,ENSG00000085832,EPS15,ENST00000471391,EPS15-006,retained_intron
348,ENSG00000085832,EPS15,ENST00000465467,EPS15-005,nonsense_mediated_decay
349,ENSG00000162409,PRKAA2,ENST00000371244,PRKAA2-001,protein_coding
350,ENSG00000162409,PRKAA2,ENST00000610361,PRKAA2-201,protein_coding
351,ENSG00000162600,OMA1,ENST00000467509,OMA1-011,processed_transcript
352,ENSG00000162600,OMA1,ENST00000460671,OMA1-012,processed_transcript
353,ENSG00000162600,OMA1,ENST00000421528,OMA1-002,protein_coding
