,Gene_ID,Gene_name,Transcript_ID,Transcript_name,Transcript_biotype
1158,ENSG00000204843,DCTN1,ENST00000458655,DCTN1-016,protein_coding
1159,ENSG00000204843,DCTN1,ENST00000462813,DCTN1-008,retained_intron
1160,ENSG00000204843,DCTN1,ENST00000454119,DCTN1-017,protein_coding
1161,ENSG00000204843,DCTN1,ENST00000417090,DCTN1-012,protein_coding
1162,ENSG00000204843,DCTN1,ENST00000437375,DCTN1-013,protein_coding
1163,ENSG00000204843,DCTN1,ENST00000413111,DCTN1-018,protein_coding
1164,ENSG00000204843,DCTN1,ENST00000421392,DCTN1-014,protein_coding
1165,ENSG00000204843,DCTN1,ENST00000440727,DCTN1-011,protein_coding
1166,ENSG00000204843,DCTN1,ENST00000449655,DCTN1-015,protein_coding
1167,ENSG00000066032,CTNNA2,ENST00000466387,CTNNA2-002,protein_coding
1168,ENSG00000066032,CTNNA2,ENST00000496251,CTNNA2-011,processed_transcript
1169,ENSG00000066032,CTNNA2,ENST00000467488,CTNNA2-012,retained_intron
1170,ENSG00000066032,CTNNA2,ENST00000497804,CTNNA2-013,processed_transcript
1171,ENSG00000066032,CTNNA2,ENST00000496558,CTNNA2-001,protein_coding
1172,ENSG00000066032,CTNNA2,ENST00000451966,CTNNA2-006,protein_coding
1173,ENSG00000066032,CTNNA2,ENST00000629316,CTNNA2-021,protein_coding
1174,ENSG00000066032,CTNNA2,ENST00000409971,CTNNA2-007,protein_coding
1175,ENSG00000066032,CTNNA2,ENST00000409266,CTNNA2-005,protein_coding
1176,ENSG00000066032,CTNNA2,ENST00000402739,CTNNA2-003,protein_coding
1177,ENSG00000066032,CTNNA2,ENST00000508970,CTNNA2-020,processed_transcript
1178,ENSG00000066032,CTNNA2,ENST00000541047,CTNNA2-204,protein_coding
1179,ENSG00000066032,CTNNA2,ENST00000493024,CTNNA2-014,processed_transcript
1180,ENSG00000066032,CTNNA2,ENST00000343114,CTNNA2-201,protein_coding
1181,ENSG00000066032,CTNNA2,ENST00000361291,CTNNA2-202,protein_coding
1182,ENSG00000066032,CTNNA2,ENST00000540488,CTNNA2-203,protein_coding
1183,ENSG00000066032,CTNNA2,ENST00000409550,CTNNA2-015,protein_coding
1184,ENSG00000066032,CTNNA2,ENST00000465616,CTNNA2-009,processed_transcript
1185,ENSG00000066032,CTNNA2,ENST00000467892,CTNNA2-010,retained_intron
1186,ENSG00000152284,TCF7L1,ENST00000282111,TCF7L1-001,protein_coding
1187,ENSG00000152284,TCF7L1,ENST00000494519,TCF7L1-002,processed_transcript
1188,ENSG00000152284,TCF7L1,ENST00000442813,TCF7L1-004,protein_coding
1189,ENSG00000152284,TCF7L1,ENST00000490744,TCF7L1-003,retained_intron
1190,ENSG00000135956,TMEM127,ENST00000258439,TMEM127-001,protein_coding
1191,ENSG00000135956,TMEM127,ENST00000432959,TMEM127-002,protein_coding
1192,ENSG00000135956,TMEM127,ENST00000435268,TMEM127-004,protein_coding
1193,ENSG00000040933,INPP4A,ENST00000409016,INPP4A-001,protein_coding
1194,ENSG00000040933,INPP4A,ENST00000409851,INPP4A-004,protein_coding
1195,ENSG00000040933,INPP4A,ENST00000409463,INPP4A-003,protein_coding
1196,ENSG00000040933,INPP4A,ENST00000074304,INPP4A-201,protein_coding
1197,ENSG00000040933,INPP4A,ENST00000409540,INPP4A-002,protein_coding
1198,ENSG00000040933,INPP4A,ENST00000463367,INPP4A-005,retained_intron
1199,ENSG00000040933,INPP4A,ENST00000523221,INPP4A-009,protein_coding
1200,ENSG00000040933,INPP4A,ENST00000468638,INPP4A-006,retained_intron
1201,ENSG00000040933,INPP4A,ENST00000467042,INPP4A-007,processed_transcript
1202,ENSG00000040933,INPP4A,ENST00000498026,INPP4A-008,processed_transcript
1203,ENSG00000144218,AFF3,ENST00000409236,AFF3-001,protein_coding
1204,ENSG00000144218,AFF3,ENST00000317233,AFF3-201,protein_coding
1205,ENSG00000144218,AFF3,ENST00000409579,AFF3-002,protein_coding
1206,ENSG00000144218,AFF3,ENST00000445815,AFF3-015,protein_coding
1207,ENSG00000144218,AFF3,ENST00000430789,AFF3-012,nonsense_mediated_decay
1208,ENSG00000144218,AFF3,ENST00000498090,AFF3-013,retained_intron
1209,ENSG00000144218,AFF3,ENST00000432037,AFF3-014,protein_coding
1210,ENSG00000144218,AFF3,ENST00000423966,AFF3-003,protein_coding
1211,ENSG00000144218,AFF3,ENST00000441400,AFF3-007,protein_coding
1212,ENSG00000144218,AFF3,ENST00000424600,AFF3-006,protein_coding
1213,ENSG00000144218,AFF3,ENST00000416492,AFF3-005,protein_coding
1214,ENSG00000144218,AFF3,ENST00000440445,AFF3-008,protein_coding
1215,ENSG00000144218,AFF3,ENST00000415384,AFF3-009,protein_coding
1216,ENSG00000144218,AFF3,ENST00000427118,AFF3-010,protein_coding
1217,ENSG00000144218,AFF3,ENST00000483600,AFF3-011,processed_transcript
1218,ENSG00000153165,RGPD3,ENST00000304514,RGPD3-201,protein_coding
1219,ENSG00000153165,RGPD3,ENST00000409886,RGPD3-002,protein_coding
1220,ENSG00000153201,RANBP2,ENST00000283195,RANBP2-001,protein_coding
1221,ENSG00000153201,RANBP2,ENST00000425282,RANBP2-011,nonsense_mediated_decay
1222,ENSG00000153201,RANBP2,ENST00000629728,RANBP2-201,protein_coding
1223,ENSG00000153201,RANBP2,ENST00000495924,RANBP2-009,retained_intron
1224,ENSG00000153201,RANBP2,ENST00000495506,RANBP2-008,retained_intron
1225,ENSG00000153094,BCL2L11,ENST00000432179,BCL2L11-012,protein_coding
1226,ENSG00000153094,BCL2L11,ENST00000337565,BCL2L11-201,protein_coding
1227,ENSG00000153094,BCL2L11,ENST00000357757,BCL2L11-202,protein_coding
1228,ENSG00000153094,BCL2L11,ENST00000308659,BCL2L11-011,protein_coding
1229,ENSG00000153094,BCL2L11,ENST00000622509,BCL2L11-208,protein_coding
1230,ENSG00000153094,BCL2L11,ENST00000619294,BCL2L11-205,protein_coding
1231,ENSG00000153094,BCL2L11,ENST00000610735,BCL2L11-203,protein_coding
1232,ENSG00000153094,BCL2L11,ENST00000622612,BCL2L11-209,protein_coding
1233,ENSG00000153094,BCL2L11,ENST00000615946,BCL2L11-204,protein_coding
1234,ENSG00000153094,BCL2L11,ENST00000621302,BCL2L11-207,protein_coding
1235,ENSG00000153094,BCL2L11,ENST00000620862,BCL2L11-206,protein_coding
1236,ENSG00000153094,BCL2L11,ENST00000393256,BCL2L11-001,protein_coding
1237,ENSG00000153094,BCL2L11,ENST00000393252,BCL2L11-013,protein_coding
1238,ENSG00000153094,BCL2L11,ENST00000433098,BCL2L11-002,nonsense_mediated_decay
1239,ENSG00000153094,BCL2L11,ENST00000405953,BCL2L11-010,protein_coding
1240,ENSG00000153094,BCL2L11,ENST00000415458,BCL2L11-006,nonsense_mediated_decay
1241,ENSG00000153094,BCL2L11,ENST00000436733,BCL2L11-007,nonsense_mediated_decay
1242,ENSG00000153094,BCL2L11,ENST00000437029,BCL2L11-008,nonsense_mediated_decay
1243,ENSG00000153094,BCL2L11,ENST00000452231,BCL2L11-009,nonsense_mediated_decay
1244,ENSG00000153094,BCL2L11,ENST00000361493,BCL2L11-014,nonsense_mediated_decay
1245,ENSG00000153094,BCL2L11,ENST00000431217,BCL2L11-003,nonsense_mediated_decay
1246,ENSG00000153094,BCL2L11,ENST00000439718,BCL2L11-005,nonsense_mediated_decay
1247,ENSG00000153094,BCL2L11,ENST00000438054,BCL2L11-004,protein_coding
1248,ENSG00000153107,ANAPC1,ENST00000427997,ANAPC1-005,protein_coding
1249,ENSG00000153107,ANAPC1,ENST00000341068,ANAPC1-001,protein_coding
1250,ENSG00000153107,ANAPC1,ENST00000462785,ANAPC1-007,retained_intron
1251,ENSG00000153107,ANAPC1,ENST00000464695,ANAPC1-011,retained_intron
1252,ENSG00000153107,ANAPC1,ENST00000485325,ANAPC1-006,retained_intron
1253,ENSG00000153107,ANAPC1,ENST00000482177,ANAPC1-009,retained_intron
1254,ENSG00000153107,ANAPC1,ENST00000451367,ANAPC1-003,nonsense_mediated_decay
1255,ENSG00000153107,ANAPC1,ENST00000628342,ANAPC1-201,protein_coding
1256,ENSG00000153107,ANAPC1,ENST00000489177,ANAPC1-002,processed_transcript
1257,ENSG00000153107,ANAPC1,ENST00000467878,ANAPC1-008,retained_intron
1258,ENSG00000114999,TTL,ENST00000233336,TTL-001,protein_coding
1259,ENSG00000114999,TTL,ENST00000485537,TTL-003,processed_transcript
1260,ENSG00000114999,TTL,ENST00000476615,TTL-004,retained_intron
1261,ENSG00000114999,TTL,ENST00000460450,TTL-002,processed_transcript
1262,ENSG00000125618,PAX8,ENST00000263335,PAX8-002,protein_coding
1263,ENSG00000125618,PAX8,ENST00000397647,PAX8-003,protein_coding
1264,ENSG00000125618,PAX8,ENST00000348715,PAX8-004,protein_coding
1265,ENSG00000125618,PAX8,ENST00000263334,PAX8-201,protein_coding
1266,ENSG00000125618,PAX8,ENST00000429538,PAX8-001,protein_coding
1267,ENSG00000125618,PAX8,ENST00000465084,PAX8-009,protein_coding
1268,ENSG00000125618,PAX8,ENST00000480684,PAX8-010,retained_intron
1269,ENSG00000125618,PAX8,ENST00000497038,PAX8-008,protein_coding
1270,ENSG00000125618,PAX8,ENST00000468980,PAX8-006,protein_coding
1271,ENSG00000125618,PAX8,ENST00000485840,PAX8-005,retained_intron
1272,ENSG00000125618,PAX8,ENST00000554352,PAX8-013,retained_intron
1273,ENSG00000125618,PAX8,ENST00000467778,PAX8-007,retained_intron
1274,ENSG00000125618,PAX8,ENST00000554830,PAX8-012,protein_coding
1275,ENSG00000136717,BIN1,ENST00000376113,BIN1-012,protein_coding
1276,ENSG00000136717,BIN1,ENST00000357970,BIN1-002,protein_coding
1277,ENSG00000136717,BIN1,ENST00000393040,BIN1-006,protein_coding
1278,ENSG00000136717,BIN1,ENST00000348750,BIN1-010,protein_coding
1279,ENSG00000136717,BIN1,ENST00000259238,BIN1-004,protein_coding
1280,ENSG00000136717,BIN1,ENST00000346226,BIN1-005,protein_coding
1281,ENSG00000136717,BIN1,ENST00000393041,BIN1-007,protein_coding
1282,ENSG00000136717,BIN1,ENST00000351659,BIN1-003,protein_coding
1283,ENSG00000136717,BIN1,ENST00000352848,BIN1-008,protein_coding
1284,ENSG00000136717,BIN1,ENST00000316724,BIN1-001,protein_coding
1285,ENSG00000136717,BIN1,ENST00000462958,BIN1-013,retained_intron
1286,ENSG00000136717,BIN1,ENST00000409400,BIN1-011,protein_coding
1287,ENSG00000136717,BIN1,ENST00000466111,BIN1-014,processed_transcript
1288,ENSG00000136717,BIN1,ENST00000484253,BIN1-016,processed_transcript
1289,ENSG00000163161,ERCC3,ENST00000426778,ERCC3-005,nonsense_mediated_decay
1290,ENSG00000163161,ERCC3,ENST00000285398,ERCC3-001,protein_coding
1291,ENSG00000163161,ERCC3,ENST00000491292,ERCC3-006,retained_intron
1292,ENSG00000163161,ERCC3,ENST00000445889,ERCC3-004,nonsense_mediated_decay
1293,ENSG00000163161,ERCC3,ENST00000494464,ERCC3-003,retained_intron
1294,ENSG00000163161,ERCC3,ENST00000456257,ERCC3-011,protein_coding
1295,ENSG00000163161,ERCC3,ENST00000460485,ERCC3-010,retained_intron
1296,ENSG00000163161,ERCC3,ENST00000462306,ERCC3-002,retained_intron
1297,ENSG00000163161,ERCC3,ENST00000490062,ERCC3-007,retained_intron
1298,ENSG00000196604,POTEF,ENST00000357462,POTEF-201,protein_coding
1299,ENSG00000196604,POTEF,ENST00000409914,POTEF-001,protein_coding
1300,ENSG00000196604,POTEF,ENST00000361163,POTEF-202,protein_coding
1301,ENSG00000196604,POTEF,ENST00000630260,POTEF-203,protein_coding
1302,ENSG00000121988,ZRANB3,ENST00000412849,ZRANB3-009,processed_transcript
1303,ENSG00000121988,ZRANB3,ENST00000619650,ZRANB3-202,protein_coding
1304,ENSG00000121988,ZRANB3,ENST00000401392,ZRANB3-002,protein_coding
1305,ENSG00000121988,ZRANB3,ENST00000536680,ZRANB3-201,protein_coding
1306,ENSG00000121988,ZRANB3,ENST00000264159,ZRANB3-001,protein_coding
1307,ENSG00000121988,ZRANB3,ENST00000403017,ZRANB3-003,nonsense_mediated_decay
1308,ENSG00000121988,ZRANB3,ENST00000474919,ZRANB3-008,retained_intron
1309,ENSG00000121988,ZRANB3,ENST00000495945,ZRANB3-007,retained_intron
1310,ENSG00000121988,ZRANB3,ENST00000452187,ZRANB3-004,processed_transcript
1311,ENSG00000121988,ZRANB3,ENST00000472452,ZRANB3-006,processed_transcript
1312,ENSG00000121988,ZRANB3,ENST00000492193,ZRANB3-005,retained_intron
1313,ENSG00000121966,CXCR4,ENST00000409817,CXCR4-003,protein_coding
1314,ENSG00000121966,CXCR4,ENST00000241393,CXCR4-001,protein_coding
1315,ENSG00000121966,CXCR4,ENST00000466288,CXCR4-002,processed_transcript
1316,ENSG00000168702,LRP1B,ENST00000389484,LRP1B-001,protein_coding
1317,ENSG00000168702,LRP1B,ENST00000437977,LRP1B-003,protein_coding
1318,ENSG00000168702,LRP1B,ENST00000618808,LRP1B-201,protein_coding
1319,ENSG00000168702,LRP1B,ENST00000442974,LRP1B-005,protein_coding
1320,ENSG00000168702,LRP1B,ENST00000434794,LRP1B-002,protein_coding
1321,ENSG00000168702,LRP1B,ENST00000486364,LRP1B-004,processed_transcript
1322,ENSG00000121989,ACVR2A,ENST00000487959,ACVR2A-005,processed_transcript
1323,ENSG00000121989,ACVR2A,ENST00000241416,ACVR2A-001,protein_coding
1324,ENSG00000121989,ACVR2A,ENST00000535787,ACVR2A-201,protein_coding
1325,ENSG00000121989,ACVR2A,ENST00000462659,ACVR2A-006,processed_transcript
1326,ENSG00000121989,ACVR2A,ENST00000404590,ACVR2A-002,protein_coding
1327,ENSG00000121989,ACVR2A,ENST00000465329,ACVR2A-003,retained_intron
1328,ENSG00000121989,ACVR2A,ENST00000495775,ACVR2A-004,processed_transcript
1329,ENSG00000183091,NEB,ENST00000409198,NEB-001,protein_coding
1330,ENSG00000183091,NEB,ENST00000397337,NEB-004,protein_coding
1331,ENSG00000183091,NEB,ENST00000427231,NEB-203,protein_coding
1332,ENSG00000183091,NEB,ENST00000618972,NEB-204,protein_coding
1333,ENSG00000183091,NEB,ENST00000397345,NEB-202,protein_coding
1334,ENSG00000183091,NEB,ENST00000172853,NEB-201,protein_coding
1335,ENSG00000183091,NEB,ENST00000413693,NEB-002,protein_coding
1336,ENSG00000183091,NEB,ENST00000434685,NEB-003,protein_coding
1337,ENSG00000183091,NEB,ENST00000604864,NEB-018,protein_coding
1338,ENSG00000183091,NEB,ENST00000603639,NEB-017,protein_coding
1339,ENSG00000183091,NEB,ENST00000497809,NEB-007,retained_intron
1340,ENSG00000183091,NEB,ENST00000498015,NEB-016,processed_transcript
1341,ENSG00000183091,NEB,ENST00000421461,NEB-014,protein_coding
1342,ENSG00000183091,NEB,ENST00000424585,NEB-013,protein_coding
1343,ENSG00000183091,NEB,ENST00000483418,NEB-011,retained_intron
1344,ENSG00000183091,NEB,ENST00000480784,NEB-012,retained_intron
1345,ENSG00000183091,NEB,ENST00000420924,NEB-006,protein_coding
1346,ENSG00000183091,NEB,ENST00000486320,NEB-010,retained_intron
1347,ENSG00000183091,NEB,ENST00000484968,NEB-009,retained_intron
1348,ENSG00000183091,NEB,ENST00000489048,NEB-015,retained_intron
1349,ENSG00000153234,NR4A2,ENST00000339562,NR4A2-001,protein_coding
1350,ENSG00000153234,NR4A2,ENST00000426264,NR4A2-003,protein_coding
1351,ENSG00000153234,NR4A2,ENST00000409572,NR4A2-010,protein_coding
1352,ENSG00000153234,NR4A2,ENST00000417764,NR4A2-011,nonsense_mediated_decay
1353,ENSG00000153234,NR4A2,ENST00000417972,NR4A2-006,nonsense_mediated_decay
1354,ENSG00000153234,NR4A2,ENST00000409108,NR4A2-009,protein_coding
1355,ENSG00000153234,NR4A2,ENST00000429376,NR4A2-008,protein_coding
1356,ENSG00000153234,NR4A2,ENST00000406048,NR4A2-007,protein_coding
1357,ENSG00000153234,NR4A2,ENST00000424077,NR4A2-005,protein_coding
1358,ENSG00000153234,NR4A2,ENST00000421709,NR4A2-004,protein_coding
1359,ENSG00000115170,ACVR1,ENST00000263640,ACVR1-001,protein_coding
1360,ENSG00000115170,ACVR1,ENST00000409283,ACVR1-003,protein_coding
1361,ENSG00000115170,ACVR1,ENST00000434821,ACVR1-201,protein_coding
1362,ENSG00000115170,ACVR1,ENST00000410057,ACVR1-009,protein_coding
1363,ENSG00000115170,ACVR1,ENST00000487456,ACVR1-008,processed_transcript
1364,ENSG00000115170,ACVR1,ENST00000412025,ACVR1-007,protein_coding
1365,ENSG00000115170,ACVR1,ENST00000440523,ACVR1-005,protein_coding
1366,ENSG00000115170,ACVR1,ENST00000539637,ACVR1-002,protein_coding
1367,ENSG00000115170,ACVR1,ENST00000424669,ACVR1-004,protein_coding
1368,ENSG00000115170,ACVR1,ENST00000413751,ACVR1-006,protein_coding
1369,ENSG00000163092,XIRP2,ENST00000409043,XIRP2-002,protein_coding
1370,ENSG00000163092,XIRP2,ENST00000409728,XIRP2-006,protein_coding
1371,ENSG00000163092,XIRP2,ENST00000409195,XIRP2-001,protein_coding
1372,ENSG00000163092,XIRP2,ENST00000628543,XIRP2-202,protein_coding
1373,ENSG00000163092,XIRP2,ENST00000409273,XIRP2-005,protein_coding
1374,ENSG00000163092,XIRP2,ENST00000409605,XIRP2-007,protein_coding
1375,ENSG00000163092,XIRP2,ENST00000295237,XIRP2-201,protein_coding
1376,ENSG00000091409,ITGA6,ENST00000412899,ITGA6-002,protein_coding
1377,ENSG00000091409,ITGA6,ENST00000409532,ITGA6-003,protein_coding
1378,ENSG00000091409,ITGA6,ENST00000264107,ITGA6-001,protein_coding
1379,ENSG00000091409,ITGA6,ENST00000442250,ITGA6-010,protein_coding
1380,ENSG00000091409,ITGA6,ENST00000458358,ITGA6-011,protein_coding
1381,ENSG00000091409,ITGA6,ENST00000409080,ITGA6-004,protein_coding
1382,ENSG00000091409,ITGA6,ENST00000497107,ITGA6-005,retained_intron
1383,ENSG00000091409,ITGA6,ENST00000416789,ITGA6-006,protein_coding
1384,ENSG00000091409,ITGA6,ENST00000469534,ITGA6-007,retained_intron
1385,ENSG00000091409,ITGA6,ENST00000470259,ITGA6-008,retained_intron
1386,ENSG00000091409,ITGA6,ENST00000475302,ITGA6-009,retained_intron
1387,ENSG00000128656,CHN1,ENST00000409900,CHN1-001,protein_coding
1388,ENSG00000128656,CHN1,ENST00000295497,CHN1-002,protein_coding
1389,ENSG00000128656,CHN1,ENST00000488080,CHN1-004,processed_transcript
1390,ENSG00000128656,CHN1,ENST00000409597,CHN1-014,protein_coding
1391,ENSG00000128656,CHN1,ENST00000492964,CHN1-009,retained_intron
1392,ENSG00000128656,CHN1,ENST00000409156,CHN1-003,protein_coding
1393,ENSG00000128656,CHN1,ENST00000409089,CHN1-012,protein_coding
1394,ENSG00000128656,CHN1,ENST00000444394,CHN1-011,protein_coding
1395,ENSG00000128656,CHN1,ENST00000413882,CHN1-013,protein_coding
1396,ENSG00000128656,CHN1,ENST00000443238,CHN1-010,protein_coding
1397,ENSG00000128656,CHN1,ENST00000491801,CHN1-017,retained_intron
1398,ENSG00000128656,CHN1,ENST00000425395,CHN1-008,nonsense_mediated_decay
1399,ENSG00000128656,CHN1,ENST00000485882,CHN1-016,retained_intron
1400,ENSG00000128656,CHN1,ENST00000444573,CHN1-015,protein_coding
1401,ENSG00000128656,CHN1,ENST00000481174,CHN1-018,processed_transcript
1402,ENSG00000128656,CHN1,ENST00000490654,CHN1-007,retained_intron
1403,ENSG00000128656,CHN1,ENST00000469597,CHN1-006,processed_transcript
1404,ENSG00000128656,CHN1,ENST00000451799,CHN1-005,nonsense_mediated_decay
1405,ENSG00000128713,HOXD11,ENST00000498438,HOXD11-003,processed_transcript
1406,ENSG00000128713,HOXD11,ENST00000249504,HOXD11-001,protein_coding
1407,ENSG00000128713,HOXD11,ENST00000619244,HOXD11-201,protein_coding
1408,ENSG00000116044,NFE2L2,ENST00000458603,NFE2L2-014,protein_coding
1409,ENSG00000116044,NFE2L2,ENST00000397063,NFE2L2-002,protein_coding
1410,ENSG00000116044,NFE2L2,ENST00000397062,NFE2L2-001,protein_coding
1411,ENSG00000116044,NFE2L2,ENST00000446151,NFE2L2-008,protein_coding
1412,ENSG00000116044,NFE2L2,ENST00000464747,NFE2L2-003,protein_coding
1413,ENSG00000116044,NFE2L2,ENST00000449627,NFE2L2-012,protein_coding
1414,ENSG00000116044,NFE2L2,ENST00000448782,NFE2L2-013,protein_coding
1415,ENSG00000116044,NFE2L2,ENST00000430047,NFE2L2-010,protein_coding
1416,ENSG00000116044,NFE2L2,ENST00000586532,NFE2L2-016,protein_coding
1417,ENSG00000116044,NFE2L2,ENST00000421929,NFE2L2-009,protein_coding
1418,ENSG00000116044,NFE2L2,ENST00000423513,NFE2L2-006,protein_coding
1419,ENSG00000116044,NFE2L2,ENST00000588123,NFE2L2-015,protein_coding
1420,ENSG00000116044,NFE2L2,ENST00000477534,NFE2L2-007,retained_intron
1421,ENSG00000116044,NFE2L2,ENST00000462023,NFE2L2-011,retained_intron
1422,ENSG00000138448,ITGAV,ENST00000261023,ITGAV-001,protein_coding
1423,ENSG00000138448,ITGAV,ENST00000374907,ITGAV-003,protein_coding
1424,ENSG00000138448,ITGAV,ENST00000433736,ITGAV-004,protein_coding
1425,ENSG00000138448,ITGAV,ENST00000460641,ITGAV-006,retained_intron
1426,ENSG00000138448,ITGAV,ENST00000496477,ITGAV-005,retained_intron
1427,ENSG00000138448,ITGAV,ENST00000496854,ITGAV-007,retained_intron
1428,ENSG00000138448,ITGAV,ENST00000474571,ITGAV-011,processed_transcript
1429,ENSG00000138448,ITGAV,ENST00000430709,ITGAV-008,protein_coding
1430,ENSG00000168542,COL3A1,ENST00000304636,COL3A1-001,protein_coding
1431,ENSG00000168542,COL3A1,ENST00000317840,COL3A1-201,protein_coding
1432,ENSG00000168542,COL3A1,ENST00000470167,COL3A1-003,retained_intron
1433,ENSG00000168542,COL3A1,ENST00000450867,COL3A1-004,protein_coding
1434,ENSG00000168542,COL3A1,ENST00000467886,COL3A1-005,retained_intron
1435,ENSG00000168542,COL3A1,ENST00000487010,COL3A1-002,retained_intron
1436,ENSG00000064933,PMS1,ENST00000624204,PMS1-204,protein_coding
1437,ENSG00000064933,PMS1,ENST00000432292,PMS1-202,protein_coding
1438,ENSG00000064933,PMS1,ENST00000418224,PMS1-201,protein_coding
1439,ENSG00000064933,PMS1,ENST00000618056,PMS1-203,protein_coding
1440,ENSG00000064933,PMS1,ENST00000441310,PMS1-001,protein_coding
1441,ENSG00000064933,PMS1,ENST00000409985,PMS1-004,protein_coding
1442,ENSG00000064933,PMS1,ENST00000446877,PMS1-013,protein_coding
1443,ENSG00000064933,PMS1,ENST00000342075,PMS1-005,nonsense_mediated_decay
1444,ENSG00000064933,PMS1,ENST00000409823,PMS1-003,protein_coding
1445,ENSG00000064933,PMS1,ENST00000374826,PMS1-007,protein_coding
1446,ENSG00000064933,PMS1,ENST00000450931,PMS1-002,nonsense_mediated_decay
1447,ENSG00000064933,PMS1,ENST00000421722,PMS1-012,processed_transcript
1448,ENSG00000064933,PMS1,ENST00000424766,PMS1-014,protein_coding
1449,ENSG00000064933,PMS1,ENST00000447232,PMS1-010,protein_coding
1450,ENSG00000064933,PMS1,ENST00000447734,PMS1-008,nonsense_mediated_decay
1451,ENSG00000064933,PMS1,ENST00000420421,PMS1-015,protein_coding
1452,ENSG00000064933,PMS1,ENST00000424307,PMS1-006,protein_coding
1453,ENSG00000064933,PMS1,ENST00000424059,PMS1-009,processed_transcript
1454,ENSG00000064933,PMS1,ENST00000409593,PMS1-011,protein_coding
1455,ENSG00000064933,PMS1,ENST00000483293,PMS1-017,processed_transcript
1456,ENSG00000064933,PMS1,ENST00000452382,PMS1-016,protein_coding
1457,ENSG00000115524,SF3B1,ENST00000335508,SF3B1-001,protein_coding
1458,ENSG00000115524,SF3B1,ENST00000479532,SF3B1-007,retained_intron
1459,ENSG00000115524,SF3B1,ENST00000424674,SF3B1-012,protein_coding
1460,ENSG00000115524,SF3B1,ENST00000496458,SF3B1-011,retained_intron
1461,ENSG00000115524,SF3B1,ENST00000462613,SF3B1-013,processed_transcript
1462,ENSG00000115524,SF3B1,ENST00000468925,SF3B1-008,retained_intron
1463,ENSG00000115524,SF3B1,ENST00000470268,SF3B1-002,retained_intron
1464,ENSG00000115524,SF3B1,ENST00000482158,SF3B1-010,retained_intron
1465,ENSG00000115524,SF3B1,ENST00000409915,SF3B1-005,protein_coding
1466,ENSG00000115524,SF3B1,ENST00000487698,SF3B1-004,protein_coding
1467,ENSG00000115524,SF3B1,ENST00000414963,SF3B1-014,protein_coding
1468,ENSG00000115524,SF3B1,ENST00000414174,SF3B1-003,nonsense_mediated_decay
1469,ENSG00000003402,CFLAR,ENST00000309955,CFLAR-001,protein_coding
1470,ENSG00000003402,CFLAR,ENST00000443227,CFLAR-002,protein_coding
1471,ENSG00000003402,CFLAR,ENST00000341222,CFLAR-003,protein_coding
1472,ENSG00000003402,CFLAR,ENST00000341582,CFLAR-006,protein_coding
1473,ENSG00000003402,CFLAR,ENST00000342795,CFLAR-007,protein_coding
1474,ENSG00000003402,CFLAR,ENST00000395148,CFLAR-005,protein_coding
1475,ENSG00000003402,CFLAR,ENST00000441224,CFLAR-015,protein_coding
1476,ENSG00000003402,CFLAR,ENST00000433445,CFLAR-016,protein_coding
1477,ENSG00000003402,CFLAR,ENST00000423241,CFLAR-008,protein_coding
1478,ENSG00000003402,CFLAR,ENST00000490965,CFLAR-027,processed_transcript
1479,ENSG00000003402,CFLAR,ENST00000439154,CFLAR-009,nonsense_mediated_decay
1480,ENSG00000003402,CFLAR,ENST00000425030,CFLAR-017,protein_coding
1481,ENSG00000003402,CFLAR,ENST00000417748,CFLAR-018,protein_coding
1482,ENSG00000003402,CFLAR,ENST00000440180,CFLAR-010,protein_coding
1483,ENSG00000003402,CFLAR,ENST00000461820,CFLAR-019,retained_intron
1484,ENSG00000003402,CFLAR,ENST00000457277,CFLAR-011,protein_coding
1485,ENSG00000003402,CFLAR,ENST00000461422,CFLAR-020,retained_intron
1486,ENSG00000003402,CFLAR,ENST00000494258,CFLAR-021,protein_coding
1487,ENSG00000003402,CFLAR,ENST00000470178,CFLAR-022,protein_coding
1488,ENSG00000003402,CFLAR,ENST00000462763,CFLAR-023,protein_coding
1489,ENSG00000003402,CFLAR,ENST00000479953,CFLAR-012,protein_coding
1490,ENSG00000003402,CFLAR,ENST00000460961,CFLAR-024,retained_intron
1491,ENSG00000003402,CFLAR,ENST00000340870,CFLAR-201,protein_coding
1492,ENSG00000003402,CFLAR,ENST00000474842,CFLAR-014,retained_intron
1493,ENSG00000003402,CFLAR,ENST00000470664,CFLAR-026,retained_intron
1494,ENSG00000003400,CASP10,ENST00000286186,CASP10-001,protein_coding
1495,ENSG00000003400,CASP10,ENST00000360132,CASP10-201,protein_coding
1496,ENSG00000003400,CASP10,ENST00000460140,CASP10-005,retained_intron
1497,ENSG00000003400,CASP10,ENST00000272879,CASP10-002,protein_coding
1498,ENSG00000003400,CASP10,ENST00000438843,CASP10-006,nonsense_mediated_decay
1499,ENSG00000003400,CASP10,ENST00000374650,CASP10-007,protein_coding
1500,ENSG00000003400,CASP10,ENST00000346817,CASP10-003,protein_coding
1501,ENSG00000003400,CASP10,ENST00000313728,CASP10-009,protein_coding
1502,ENSG00000003400,CASP10,ENST00000448480,CASP10-010,protein_coding
1503,ENSG00000003400,CASP10,ENST00000484926,CASP10-011,retained_intron
1504,ENSG00000003400,CASP10,ENST00000492363,CASP10-004,processed_transcript
